_id,school,degree,startDate,endDate,type,inProgress,cv,createdAt,updatedAt,__v,endMonth,endYear,startMonth,startYear,description
67a55b3accd2082fe474826a,Universidad Nacional de Trujillo,Ingeniería Industrial,,,Student,True,67a55b3accd2082fe4748268,2025-02-07 01:00:42.343,2025-02-07 01:00:42.343,0,,,1.0,2022.0,Actualmente cursando VI Ciclo
67a561fbccd2082fe4748346,Universidad Nacional de Trujillo,Egresada de Trabajo Social,,,Bachelor,False,67a561fbccd2082fe4748344,2025-02-07 01:29:31.683,2025-02-07 01:29:31.683,0,12.0,2024.0,4.0,2020.0,"Egresada de la carrera profesional de Trabajo Social de la Universidad Nacional de Trujillo, con experiencia en prácticas preprofesionales en entornos comunitarios y educativos y actualmente en el sector público."
67a562e4ccd2082fe47483d2,Cámara de Comercio y Capacitación Internacional CAMCOP,Curso de Tablas dinámicas en Excel,,,Certificate,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,,,6.0,2024.0,
67a562e4ccd2082fe47483cc,Universidad Ricardo Palma,Bachiller de Administración y Gerencia,,,Bachelor,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,7.0,2023.0,9.0,2015.0,
67a562e4ccd2082fe47483cf,Universidad Nacional de Ingenieria,Curso de Power Bi Basico,,,Certificate,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,,,8.0,2024.0,
67a562e4ccd2082fe47483ce,Universidad Nacional de Ingenieria,Curso de Gestión por procesos,,,Certificate,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,,,10.0,2024.0,
67a562e4ccd2082fe47483d0,New Horizons Peru,Curso de Excel Intermedio,,,Certificate,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,,,7.0,2024.0,
67a562e4ccd2082fe47483d3,Ministerio de Trabajo y Promoción del empleo,Charla de Principios de Seguridad y Salud en el trabajo,,,Certificate,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,,,5.0,2024.0,
67a562e4ccd2082fe47483d1,Universidad Nacional de Ingeniería,Curso de Análisis de datos con Excel,,,Certificate,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,,,7.0,2024.0,
67a562e4ccd2082fe47483cd,Colegio de Contadores Públicos de Lima,Especialización en Auditoría Interna,,,Other,False,67a562e3ccd2082fe47483ca,2025-02-07 01:33:24.034,2025-02-07 01:33:24.034,0,11.0,2024.0,6.0,2024.0,"Gobierno Corporativo, Gestión de riesgos, Compliance, COSO ERM, Riesgo de fraude, Auditoría Forense, Auditoría interna sectorial, Auditoría TI"
67a56345ccd2082fe4748441,Educación Secundaria,Distinción en competencias matemáticas,,,Other,False,67a56345ccd2082fe474843e,2025-02-07 01:35:02.091,2025-02-07 01:35:02.091,0,,2022.0,,2018.0,Reforzando habilidades analíticas aplicadas en tecnología.
67a56345ccd2082fe4748440,Universidad Nacional de Trujillo,Ingeniería de Sistemas,,,Student,True,67a56345ccd2082fe474843e,2025-02-07 01:35:02.091,2025-02-07 01:35:02.091,0,,,,2023.0,
67a56518ccd2082fe47484e6,Universidad nacional de Trujillo,Ingeniería Agroindustrial ,,,,True,67a5585dccd2082fe4748214,2025-02-07 01:42:48.936,2025-02-07 01:42:48.936,0,,,3.0,2021.0,
67a5671dccd2082fe4748572,IBM,Python for Data Science,,,Certificate,False,67a54fe10ad0eb1b9d91cb06,2025-02-07 01:51:25.033,2025-02-07 01:51:25.033,0,2.0,2025.0,1.0,2025.0,
67a5671dccd2082fe474857c,Universidad Nacional de Trujillo,Economía,,,Student,True,67a54fe10ad0eb1b9d91cb06,2025-02-07 01:51:25.158,2025-02-07 01:51:25.158,0,,,4.0,2022.0,
67a56aecccd2082fe474867b,Universidad Nacional de Trujillo,Administración,,,Student,True,67a56410ccd2082fe4748494,2025-02-07 02:07:40.016,2025-02-07 02:07:40.016,0,,,,2021.0,
67a56f72ccd2082fe47486ae,Universidad Nacional de Trujillo,Ingeniería Informática,,,Student,True,67a5677dccd2082fe47485af,2025-02-07 02:26:58.929,2025-02-07 02:26:58.929,0,12.0,2025.0,3.0,2021.0,
67a56f72ccd2082fe47486bf,Centro de Idiomas de la Universidad Nacional de Trujillo,Inglés Intermedio,,,Certificate,False,67a5677dccd2082fe47485af,2025-02-07 02:26:58.980,2025-02-07 02:26:58.980,0,2.0,2025.0,3.0,2022.0,
67a576b0ccd2082fe47486ea,Centro de Idiomas de la Universidad Nacional de Trujillo (CIDUNT),Inglés,,,Certificate,False,67a576b0ccd2082fe47486e7,2025-02-07 02:57:52.510,2025-02-07 02:57:52.510,0,4.0,2023.0,1.0,2022.0,Cursando estudios de inglés en el Centro de Idiomas de la Universidad Nacional de Trujillo.
67a576b0ccd2082fe47486eb,Esagel Educación Ejecutiva,Asesor Educativo,,,Other,False,67a576b0ccd2082fe47486e7,2025-02-07 02:57:52.510,2025-02-07 02:57:52.510,0,,,5.0,2023.0,"Trabajo como asesor educativo en Esagel Educación Ejecutiva, brindando atención y asesoramiento a clientes interesados en certificaciones y cursos especializados."
67a576b0ccd2082fe47486ec,Soluciones Ecom,Asistente Administrativo,,,Other,False,67a576b0ccd2082fe47486e7,2025-02-07 02:57:52.510,2025-02-07 02:57:52.510,0,,,1.0,2024.0,"Trabajo como asistente administrativo en Soluciones Ecom, realizando tareas de diseño y creación de contenido gráfico, coordinación de actividades administrativas y soporte en la gestión de equipos."
67a576b0ccd2082fe47486e9,Universidad Nacional de Trujillo,Estudiante de Administración,,,Bachelor,False,67a576b0ccd2082fe47486e7,2025-02-07 02:57:52.510,2025-02-07 02:57:52.510,0,12.0,2023.0,1.0,2021.0,Actualmente cursando el 8vo ciclo de la carrera de Administración en la Universidad Nacional de Trujillo.
67a576b0ccd2082fe47486ed,CESADM | Universidad Nacional de Trujillo | Facultad de ciencias Económicas,Miembro de Marketing,,,Student,False,67a576b0ccd2082fe47486e7,2025-02-07 02:57:52.510,2025-02-07 02:57:52.510,0,,,,,"Miembro del equipo de marketing en CESADM, colaborando en la creación de material didáctico, planificación y ejecución de campañas de comunicación y fomentando la participación estudiantil."
67a61b4280922a3d7cf0fc6f,Electrónico de idiomas,Certificación culminación nivel avanzado,,,Certificate,False,67a61b4280922a3d7cf0fc6a,2025-02-07 14:40:02.694,2025-02-07 14:40:02.694,0,,,,2017.0,Certificación de nivel avanzado en idioma extranjero.
67a61b4280922a3d7cf0fc6e,Colegio Superior Americano,Bachiller académico,,,Student,False,67a61b4280922a3d7cf0fc6a,2025-02-07 14:40:02.694,2025-02-07 14:40:02.694,0,,,,2001.0,Bachillerato académico.
67a61b4280922a3d7cf0fc6d,Universidad de la Salle,Administrador de empresas,,,Bachelor,False,67a61b4280922a3d7cf0fc6a,2025-02-07 14:40:02.694,2025-02-07 14:40:02.694,0,,,,2010.0,Administración de empresas.
67a61b4280922a3d7cf0fc70,TEINCO (COPRPORACIÓN TECNOLÓGICA INDUSTRIAL DE COLOMBIA),Docente de planta,,,Other,False,67a61b4280922a3d7cf0fc6a,2025-02-07 14:40:02.694,2025-02-07 14:40:02.694,0,,,,2016.0,Docente de 6 asignaturas de segundo a décimo semestre.
67a61b4280922a3d7cf0fc6c,Universidad EAN,Especialista en gerencia de proyectos,,,Master,False,67a61b4280922a3d7cf0fc6a,2025-02-07 14:40:02.694,2025-02-07 14:40:02.694,0,,,,2014.0,Especialización en gerencia de proyectos.
67a6647d80922a3d7cf0fd02,Centro De Especialización,Ingeniero Químico,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fcfe,Centro De Especialización,Ingeniero Químico,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fcfc,Centro De Especialización,Ingeniero Químico,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fcfd,Centro De Especialización,Ingeniero Civil,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fcff,Centro De Especialización,Ingeniero Civil,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fd00,Centro De Especialización,Ingeniero Químico,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fd01,Centro De Especialización,Ingeniero Civil,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fd05,Centro De Especialización,Ingeniero Civil,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fd03,Centro De Especialización,Ingeniero Civil,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6647d80922a3d7cf0fd04,Centro De Especialización,Ingeniero Químico,,,Diploma,False,67a6647d80922a3d7cf0fcfa,2025-02-07 19:52:29.599,2025-02-07 19:52:29.599,0,12.0,2024.0,11.0,2024.0,Otorgado a: Crisologo Viera María Lucía Por haber participado y aprobado con éxito el curso especializado “ENSAYOS Y ANÁLISIS FÍSICOS QUÍMICOS EN SUELOS Y AGUA Desarrollado desde el 02 al 30 de noviembre con un total de 160 horas pedagógicas.
67a6648580922a3d7cf0fd35,Centro de Idiomas de la UNS (CEIDUNS),Inglés Avanzado,,,Certificate,False,67a6648580922a3d7cf0fd31,2025-02-07 19:52:37.126,2025-02-07 19:52:37.126,0,,,,,
67a6648580922a3d7cf0fd33,Universidad Nacional de Trujillo,Ingeniería Ambiental,,,Student,True,67a6648580922a3d7cf0fd31,2025-02-07 19:52:37.126,2025-02-07 19:52:37.126,0,,,6.0,2021.0,"Estudiante del séptimo ciclo de la carrera de Ingeniería Ambiental en la Universidad Nacional de Trujillo, con 20 años de edad, perteneciente al quinto superior e interés por desarrollar practicas pre profesionales y expandir mis conocimientos."
67a6648580922a3d7cf0fd34,Centro de Idiomas de la UNT (CIDUNT),Inglés Avanzado,,,Certificate,False,67a6648580922a3d7cf0fd31,2025-02-07 19:52:37.126,2025-02-07 19:52:37.126,0,8.0,2023.0,5.0,2022.0,
67a7743e80922a3d7cf0fe36,Facultad de Ingenería Industrial - UNMSM,Ingenería Industrial,,,Student,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,3.0,2023.0,1.0,2023.0,Estructuré material académico. Organicé grupos de trabajo y los orienté en el diseño de proyectos de innovación.
67a7743e80922a3d7cf0fe37,Innpares,Jóvenes por la ESI,,,Certificate,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,8.0,2022.0,8.0,2022.0,Taller: Jóvenes por la ESI.
67a7743e80922a3d7cf0fe38,Vicerrectorado Académico de Pregrado y grupo estudiantil A través de la Ciencia,Divulgación científica,,,Certificate,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,7.0,2022.0,6.0,2022.0,Panel de divulgación científica con El robot de Platón y CDeCiencias.
67a7743e80922a3d7cf0fe35,Centro de Informática - CINFO UNMSM,Herramientas informáticas,,,Certificate,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.223,2025-02-08 15:11:58.223,0,2.0,2021.0,1.0,2021.0,Curso de herramientas informáticas.
67a7743e80922a3d7cf0fe34,Universidad Nacional Mayor de San Marcos,Psicología Clínica,,,Bachelor,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.223,2025-02-08 15:11:58.223,0,12.0,2024.0,3.0,2020.0,"Formación en psicología clínica, con experiencia en entrevista, evaluación, diagnóstico, intervención y redacción de informes."
67a7743e80922a3d7cf0fe3c,Voluntariado Crea+,Acompañamiento en clases de refuerzo,,,Other,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,12.0,2024.0,1.0,2022.0,Encargada de hacer el acompañamiento en clases de refuerzo virtual a una niña.
67a7743e80922a3d7cf0fe39,Municipalidad de Lima-SuyuLab-Vers,Laboratorio Social de Salud,,,Certificate,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,7.0,2022.0,6.0,2022.0,Taller: Laboratorio Social de Salud.
67a7743e80922a3d7cf0fe3b,Grupo de Estudio en Psicología clínica e investigación,Psicología clínica e investigación,,,Other,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,12.0,2024.0,1.0,2021.0,Voluntariado del Círculo del Neurodesarrollo y Triángulo Naranja.
67a7743e80922a3d7cf0fe3a,Programa Aurora - SCORA IFMSA - CF Psicología - Saludablemente - CREAR PERÚ - Colectivo Juvenil contra la Violencia Basada en Género,Universidades sin Violencia,,,Certificate,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,7.0,2021.0,6.0,2021.0,Campamento virtual: Universidades sin Violencia.
67a7743e80922a3d7cf0fe3e,Municipalidad de Lima,Liderazgo y emprendimiento,,,Certificate,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,12.0,2017.0,1.0,2017.0,Fui capacitada y realicé talleres educativos de liderazgo y emprendimiento.
67a7743e80922a3d7cf0fe3d,"Por Ellas y Ellos, por la educación de los niños del Perú",Educación Sexual Integral,,,Certificate,False,67a7743e80922a3d7cf0fe32,2025-02-08 15:11:58.224,2025-02-08 15:11:58.224,0,12.0,2021.0,1.0,2021.0,Fui capacitada y realicé talleres educativos de Educación Sexual Integral.
67a91ca480922a3d7cf0ff15,Universidad Científica del Sur,Ingeniería Ambiental,,,Student,True,67a91ca480922a3d7cf0ff13,2025-02-09 21:22:44.187,2025-02-09 21:22:44.187,0,,,8.0,2020.0,"Cursos: Sistemas Integrados de Gestión, Ecoeficiencia. Etc."
67a9608e80922a3d7cf10030,Secretaría Nacional de la Juventud,Diseño e implementación de iniciativas sociales,,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:30.729,2025-02-10 02:12:30.729,0,6.0,2023.0,5.0,2023.0,
67a9608e80922a3d7cf10032,Consultora SISTIERRA,Arc Gis Básico,,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:30.731,2025-02-10 02:12:30.731,0,1.0,2025.0,10.0,2024.0,
67a9608e80922a3d7cf10038,Centro de Idiomas de la Universidad Nacional de Trujillo,Inglés Intermedio,,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:30.782,2025-02-10 02:12:30.782,0,1.0,2025.0,1.0,2024.0,
67a9608e80922a3d7cf1003c,EDUCA CORP PERÚ,"Ofimática profesional (Excel, Word y PowerPoint)",,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:30.805,2025-02-10 02:12:30.805,0,12.0,2024.0,10.0,2024.0,
67a9608e80922a3d7cf10041,Instituto Científico Sostenible Minero ICSM,Monitoreo de la calidad del agua,,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:30.826,2025-02-10 02:12:30.826,0,2.0,2022.0,2.0,2022.0,
67a9608e80922a3d7cf10048,Universidad Nacional de Trujillo,Egresado Ingeniería Ambiental,,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:30.877,2025-02-10 02:12:30.877,0,12.0,2024.0,5.0,2020.0,
67a9608e80922a3d7cf1004d,BESALCO ,Elaboración del instrumento de gestión ambiental IGAPRO en los proyectos QSI & QSC,,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:30.911,2025-02-10 02:12:30.911,0,5.0,2024.0,4.0,2024.0,
67a9608f80922a3d7cf10064,Gestión Integral HQSE,Gestión integral de residuos sólidos,,,Certificate,False,67a562ceccd2082fe47483c0,2025-02-10 02:12:31.090,2025-02-10 02:12:31.090,0,9.0,2022.0,6.0,2022.0,
67abf45680922a3d7cf101ff,Universidad Nacional Pedro Ruiz Gallo,Ingeniería de Sistemas,,,Student,False,67abf45680922a3d7cf101fd,2025-02-12 01:07:34.835,2025-02-12 01:07:34.835,0,8.0,2025.0,9.0,2020.0,Estudiante de la Escuela Profesional de Ingeniería de Sistemas en la Universidad Nacional Pedro Ruiz Gallo en Lambayeque.
67abf6b080922a3d7cf1043c,Universidad Privada del Norte - Trujillo,Administración y marketing,,,Student,True,67abf6b080922a3d7cf1043a,2025-02-12 01:17:36.176,2025-02-18 16:53:13.446,0,,,1.0,2021.0,Estudiante de Administración y Marketing
67accb6b4698d4d677f8cac6,Data computer center,Superior técnico,,,Certificate,False,67accb6b4698d4d677f8cac4,2025-02-12 16:25:15.791,2025-02-12 16:25:15.791,0,,2020.0,,2018.0,"Estudios en computación (Word, Powet Point, Excel)"
67accb6b4698d4d677f8cac7,Centro de estudios: Data computer center,Carrera técnica,,,Diploma,False,67accb6b4698d4d677f8cac4,2025-02-12 16:25:15.791,2025-02-12 16:25:15.791,0,,2017.0,,2017.0,"Estudios en Mecánica Automotriz (Reparación, mantenimiento, diagnóstico, suspensión en general, entre otros)"
67accb6b4698d4d677f8cac8,Colegio: Simón Lozano García,Educación secundaria,,,Student,False,67accb6b4698d4d677f8cac4,2025-02-12 16:25:15.791,2025-02-12 16:25:15.791,0,,,,,Estudios secundarios
67acccd24698d4d677f8cb18,Universidad Nacional de Trujillo,Administración,,,Student,True,67acb2144698d4d677f8ca5f,2025-02-12 16:31:14.656,2025-02-12 16:31:14.656,0,12.0,2025.0,5.0,2021.0,
67aceb6f4698d4d677f8ce7d,UNIVERSIDAD NACIONAL DE TRUJILLO,Bachiller de Trabajo Social,,,Bachelor,False,67aceb6f4698d4d677f8ce7b,2025-02-12 18:41:51.687,2025-02-12 18:41:51.687,0,,2024.0,,2020.0,Egresada de Trabajo Social
67aceb6f4698d4d677f8ce7e,Inglés Básico,Certificate,,,Certificate,False,67aceb6f4698d4d677f8ce7b,2025-02-12 18:41:51.687,2025-02-12 18:41:51.687,0,,,,,Inglés Básico
67ae2a3ec77a5f64a3ada464,Universidad Nacional de Trujillo ,Administración ,,,Student,True,679047cda10f7ee26bf91b50,2025-02-13 17:22:06.161,2025-02-13 17:22:06.161,0,,,5.0,2024.0,
67ae2a3ec77a5f64a3ada480,CIDUNT,Inglés - Básico 1,,,Student,True,679047cda10f7ee26bf91b50,2025-02-13 17:22:06.430,2025-02-13 17:22:06.430,0,,,2.0,2025.0,
67ae4bedd9f18a99484d9a1a,Universidad Nacional de San Martín - Tarapoto,BACHILLER EN INGENIERÍA DE SISTEMAS E INFORMÁTICA,,,Bachelor,True,67ae4bedd9f18a99484d9a18,2025-02-13 19:45:49.319,2025-02-13 19:45:49.319,0,,2024.0,,2018.0,
67ae5c25d9f18a99484d9a8d,UNIVERSIDAD PRIVADA DEL NORTE,Ingeniería Industrial,,,Student,True,67ae5c25d9f18a99484d9a8b,2025-02-13 20:55:01.717,2025-02-13 20:55:01.717,0,,,1.0,2021.0,Estudiante de la carrera de Ingeniería Industrial – actual Tercio superior Estudiante del 8vo ciclo
67ae5c25d9f18a99484d9a8e,COLEGIO Claretiano de Trujillo,Educación Secundaria,,,Other,False,67ae5c25d9f18a99484d9a8b,2025-02-13 20:55:01.717,2025-02-13 20:55:01.717,0,12.0,2020.0,1.0,2017.0,Tercio Medio
67ae6a6fd9f18a99484d9bcf,Centro Peruano Americano - El Cultural,Inglés Intermedio,,,Student,True,67ae5c25d9f18a99484d9a8b,2025-02-13 21:55:59.720,2025-02-13 21:55:59.720,0,,,7.0,2023.0,
67ae6a6fd9f18a99484d9bd1,IDD - Instituto de Desarrollo y Democracia,Programa de entrenamiento en herramientas de liderazgo,,,Certificate,False,67ae5c25d9f18a99484d9a8b,2025-02-13 21:55:59.800,2025-02-13 21:55:59.800,0,2.0,2024.0,1.0,2024.0,
67ae6a70d9f18a99484d9bd5,IDD - Instituto de Desarrollo y Democracia,Programa de Oratoria,,,Certificate,False,67ae5c25d9f18a99484d9a8b,2025-02-13 21:56:00.295,2025-02-13 21:56:00.295,0,3.0,2024.0,2.0,2024.0,
67ae8614d9f18a99484d9c45,UNIVERSIDAD CÉSAR VALLEJO,Ingeniero industrial,,,Bachelor,False,67ae8614d9f18a99484d9c42,2025-02-13 23:53:56.723,2025-02-13 23:53:56.723,0,,2024.0,,,
67ae8614d9f18a99484d9c49,Universidad peruana de ciencias aplicadas,Diploma en especialista en aplicaciones informáticas,,,Diploma,False,67ae8614d9f18a99484d9c42,2025-02-13 23:53:56.723,2025-02-13 23:53:56.723,0,,,,,
67ae8614d9f18a99484d9c48,Universidad peruana de ciencias aplicadas,Certificación: Asistente de producción,,,Certificate,False,67ae8614d9f18a99484d9c42,2025-02-13 23:53:56.723,2025-02-13 23:53:56.723,0,,,,,
67ae8614d9f18a99484d9c46,IESTP HERMANOS CÁRCAMO,Profesional técnico en arquitectura de plataformas y servicios de TI,,,Diploma,False,67ae8614d9f18a99484d9c42,2025-02-13 23:53:56.723,2025-02-13 23:53:56.723,0,,2024.0,,,
67ae8614d9f18a99484d9c47,Universidad peruana de ciencias aplicadas,Certificación: Producción,,,Certificate,False,67ae8614d9f18a99484d9c42,2025-02-13 23:53:56.723,2025-02-13 23:53:56.723,0,,,,,
67ae8614d9f18a99484d9c44,UNIVERSIDAD NACIONAL DE PIURA,Maestría en ingeniería industrial,,,Master,True,67ae8614d9f18a99484d9c42,2025-02-13 23:53:56.723,2025-02-13 23:53:56.723,0,,,,,
67ae9c83d9f18a99484d9d5f,Universidad Nacional de Trujillo,Ingeniería Ambiental,,,Bachelor,False,67ae87f2d9f18a99484d9ce4,2025-02-14 01:29:39.126,2026-04-22 03:31:24.542,0,12.0,2025.0,5.0,2020.0,
67af1df8d9f18a99484d9db3,Universidad Nacional de Quilmes,Tecnicatura Universitaria en programación,,,Other,False,67af1df8d9f18a99484d9db1,2025-02-14 10:42:00.329,2025-02-14 10:42:00.329,0,12.0,2018.0,1.0,2013.0,
67af1df8d9f18a99484d9db4,Semco Style Institute,Semco Style Fundamentals,,,Certificate,False,67af1df8d9f18a99484d9db1,2025-02-14 10:42:00.329,2025-02-14 10:42:00.329,0,,,,,
67af1df8d9f18a99484d9db5,Scrum Alliance,Certified Scrum Master,,,Certificate,False,67af1df8d9f18a99484d9db1,2025-02-14 10:42:00.329,2025-02-14 10:42:00.329,0,,,,,
67af754a37180fd4b8e51bf2,Universidad de Ingeniería y Tecnología - UTEC,Bachiller en Ciencia de la Computación,,,Bachelor,False,67af754a37180fd4b8e51bf0,2025-02-14 16:54:34.727,2025-02-14 16:56:15.024,0,12.0,2023.0,3.0,2018.0,
67af845237180fd4b8e51c7f,Universidad Nacional de Trujjillo,Arquitectura y Urbanismo,,,Bachelor,False,67abf64d80922a3d7cf10415,2025-02-14 17:58:42.172,2025-02-14 17:58:42.172,0,12.0,2024.0,4.0,2020.0,
67af845237180fd4b8e51c81,RED Arquitectura y Diseño,Diseño de Meubles para niños,,,Certificate,False,67abf64d80922a3d7cf10415,2025-02-14 17:58:42.174,2025-02-14 17:58:42.174,0,12.0,2022.0,12.0,2022.0,
67af845237180fd4b8e51c83,Universidad de Cuenca,Transformaciones Arquitectonicas y el Espacio Público en Contextos Patrimoniales,,,Certificate,False,67abf64d80922a3d7cf10415,2025-02-14 17:58:42.256,2025-02-14 17:58:42.256,0,6.0,2024.0,6.0,2024.0,
67b0917037180fd4b8e51d7b,UNIVERSIDAD NACIONAL DE TRUJILLO,Contabilidad y Finanzas,,,Student,True,67b0916f37180fd4b8e51d79,2025-02-15 13:06:56.026,2025-03-14 02:12:30.314,0,,,6.0,2021.0,Estudiante de la carrera de Contabilidad y Finanzas.
67b0f8ca37180fd4b8e51ed8,Lord Kelvin,Computación,,,Other,False,67b0f8ca37180fd4b8e51ed5,2025-02-15 20:27:54.156,2025-02-15 20:27:54.156,0,,2018.0,,2006.0,El mejor de la promoción en Computación
67b0f8ca37180fd4b8e51ed7,Universidad Privada Antenor Orrego,Ingeniería de Computación y Sistemas,,,Bachelor,True,67b0f8ca37180fd4b8e51ed5,2025-02-15 20:27:54.155,2025-02-15 20:27:54.155,0,,,,2020.0,Actualmente cursando el noveno ciclo
67b2241537180fd4b8e52143,Universidad Nacional de Trujillo,Ingeniería Agroindustrial,,,Student,True,67b0c1f837180fd4b8e51e2e,2025-02-16 17:44:53.738,2025-02-16 17:44:53.738,0,,,5.0,2021.0,
67b2241637180fd4b8e52156,Colegio Salesiano San José ,Secundaria ,,,Student,False,67b0c1f837180fd4b8e51e2e,2025-02-16 17:44:54.495,2025-02-16 17:44:54.495,0,12.0,2016.0,3.0,2013.0,
