_id_postulante,carrera_principal,area_profesional,nivel_educativo
678e6c4169b6b0f84b408a03,Inglés Básico,Ciencias Sociales y Humanidades,Certificado
678ebd8369b6b0f84b408bb6,Introducción a Bizagi Modeler,Otros,Certificado
678ebd8369b6b0f84b408bb6,Power BI: Análisis de datos y Business Intelligence,Otros,Certificado
678ebd8369b6b0f84b408bb6,Scrum Fundamentals Certified,Otros,Certificado
678ebd8369b6b0f84b408bb6,Cybersecurity Essentials,Otros,Certificado
678ebd8369b6b0f84b408bb6,Introduccion a Redes,Ingeniería y Tecnología,Certificado
678ebd8369b6b0f84b408bb6,Curso Completo de Machine Learning: Data Science en Python,Ingeniería y Tecnología,Certificado
678ebd8369b6b0f84b408bb6,Base de datos SQL desde cero (Postgres),Otros,Certificado
678ebd8369b6b0f84b408bb6,INGENIERIA DE SISTEMAS,Ingeniería y Tecnología,Estudiante
678ebd8369b6b0f84b408bb6,PCAP: Programming Essentials in Python,Otros,Certificado
678ebd8369b6b0f84b408bb6,Modelamiento de Procesos,Otros,Certificado
678ede9869b6b0f84b408ccc,,,Otros
678ede9869b6b0f84b408ccc,INGENIERÍA MECÁNICA Y ELÉCTRICA,Ingeniería y Tecnología,Estudiante
678f17bb69b6b0f84b408d83,Gestión de Negocios,Administración y Negocios,Diplomado
678f17bb69b6b0f84b408d83,Bachiller en Administración de Empresas,Administración y Negocios,Bachiller
678f184269b6b0f84b408d8a,,,
678fc15b69b6b0f84b408e65,Administración de Negocios Internacionales,Administración y Negocios,Bachiller
678fc15b69b6b0f84b408e65,Microsoft Excel,Otros,Certificado
678fc15b69b6b0f84b408e65,Design Thinking,Arquitectura y Diseño,Certificado
678fc15b69b6b0f84b408e65,Inglés,Ciencias Sociales y Humanidades,Certificado
678fc15b69b6b0f84b408e65,Power BI,Otros,Certificado
678fc15b69b6b0f84b408e65,Microsoft Office,Otros,Certificado
678fc15b69b6b0f84b408e65,Eccomerce,Otros,Certificado
678fd8dda10f7ee26bf91a1f,Funciones del Comité de Seguridad y Salud en el Trabajo,Salud,Certificado
678fd8dda10f7ee26bf91a1f,Seguridad y Prevención de Riesgos Laborales,Otros,Certificado
678fd8dda10f7ee26bf91a1f,La identificación de peligros y la evaluación de riesgos y controles (IPERC),Otros,Certificado
678fd8dda10f7ee26bf91a1f,Inglés Básico,Ciencias Sociales y Humanidades,Certificado
678fd8dda10f7ee26bf91a1f,Quechua Ancashino,Otros,Certificado
678fd8dda10f7ee26bf91a1f,Ingeniería Ambiental,Ingeniería y Tecnología,Estudiante
678fe343a10f7ee26bf91aa7,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
678fe343a10f7ee26bf91aa7,Adobe Photoshop Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,Administración y Marketing,Administración y Negocios,Estudiante
678fe343a10f7ee26bf91aa7,Excel Avanzado,Otros,Certificado
678fe343a10f7ee26bf91aa7,Primaria,Otros,Otros
678fe343a10f7ee26bf91aa7,Adobe Illustrator Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,Capcut Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,Adobe InDesign Intermedio,Arquitectura y Diseño,Certificado
678fe343a10f7ee26bf91aa7,Inglés Avanzado,Ciencias Sociales y Humanidades,Certificado
678fe343a10f7ee26bf91aa7,Canva Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,Office Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,Phyton Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,E-commerce,Otros,Certificado
678fe343a10f7ee26bf91aa7,SQL Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,Design Thinking,Arquitectura y Diseño,Certificado
678fe343a10f7ee26bf91aa7,Google Ads Avanzado: Comandos y funciones,Otros,Certificado
678fe343a10f7ee26bf91aa7,Facebook Ads Avanzado,Otros,Certificado
678fe343a10f7ee26bf91aa7,Google Ads: Certificación en medición,Otros,Certificado
678fe343a10f7ee26bf91aa7,Google UX Design (Figma),Arquitectura y Diseño,Certificado
678fe343a10f7ee26bf91aa7,ISC Photography Basics and Beyond: From Smartphone to DSLR,Otros,Certificado
678fe343a10f7ee26bf91aa7,Office Intermedio,Otros,Certificado
678fe343a10f7ee26bf91aa7,Método Harvard de Negociación,Otros,Certificado
678fe343a10f7ee26bf91aa7,Social Media Marketing,Administración y Negocios,Certificado
678fe343a10f7ee26bf91aa7,Publicidad en Búsqueda de Google Ads,Otros,Certificado
678fe343a10f7ee26bf91aa7,SEO avanzado,Otros,Certificado
678fe343a10f7ee26bf91aa7,Programa de Especialización Ejecutiva Data Analytics,Otros,Certificado
678fe343a10f7ee26bf91aa7,Excel Skills for Business,Otros,Certificado
678fe343a10f7ee26bf91aa7,Figma Intermedio,Otros,Certificado
67905945a10f7ee26bf91b87,Educación Secundaria,Ciencias Sociales y Humanidades,Estudiante
67905945a10f7ee26bf91b87,Medicina - Informática Biomédica,Ingeniería y Tecnología,Estudiante
67905945a10f7ee26bf91b87,Bioingeniería,Ingeniería y Tecnología,Estudiante
67905881a10f7ee26bf91b56,Administración y Marketing,Administración y Negocios,Estudiante
6770928addd6adc704e8e9a5,Ingeniería de Sistemas de Información,Ingeniería y Tecnología,Otros
6770928addd6adc704e8e9a5,,,Otros
6770928addd6adc704e8e9a5,,,Otros
6770928addd6adc704e8e9a5,Ingeniería de Sistemas de Información,Ingeniería y Tecnología,Estudiante
6770928addd6adc704e8e9a5,Python for Everybody,Otros,Certificado
6770928addd6adc704e8e9a5,PMI Project Management Ready,Administración y Negocios,Certificado
67914315a10f7ee26bf91eb2,Certificate,Otros,Otros
67914315a10f7ee26bf91eb2,Certificate,Otros,Otros
67914315a10f7ee26bf91eb2,Gestión Empresarial,Administración y Negocios,Estudiante
67914315a10f7ee26bf91eb2,Certificate,Otros,Otros
67914315a10f7ee26bf91eb2,Certificate,Otros,Otros
67914315a10f7ee26bf91eb2,Certificate,Otros,Otros
6791821da10f7ee26bf91f69,Bachelor of Science in Computer Science,Otros,Bachiller
6791821da10f7ee26bf91f69,Nanodegree in Data Science,Ingeniería y Tecnología,Certificado
6791821da10f7ee26bf91f69,Online Course in Web Development,Otros,Certificado
675f033db08853af565c6e94,Certificate,Otros,Otros
675f033db08853af565c6e94,Certificate,Otros,Otros
675f033db08853af565c6e94,Certificate,Otros,Otros
675f033db08853af565c6e94,Intermedio,Otros,Estudiante
675f033db08853af565c6e94,Certificate,Otros,Otros
675f033db08853af565c6e94,Certificate,Otros,Otros
675f033db08853af565c6e94,Certificate,Otros,Otros
675f033db08853af565c6e94,Certificate,Otros,Otros
675f033db08853af565c6e94,Pregrado,Otros,Estudiante
6792e594a10f7ee26bf9223f,Programa de especialización,Otros,Otros
6792e594a10f7ee26bf9223f,PEE Administración Logística y control de inventarios,Administración y Negocios,Certificado
6792e594a10f7ee26bf9223f,Excel,Otros,Certificado
6792e594a10f7ee26bf9223f,Autocad,Otros,Certificado
6792e594a10f7ee26bf9223f,Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
6792e594a10f7ee26bf9223f,Diplomatura de especialización avanzada,Otros,Otros
6792e594a10f7ee26bf9223f,Programa especialización,Otros,Certificado
6792e594a10f7ee26bf9223f,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
6792e594a10f7ee26bf9223f,Primaria,Otros,Otros
6792e594a10f7ee26bf9223f,Seminario de Planeamiento y logística eficaz en confecciones,Otros,Certificado
67947404a10f7ee26bf924a6,Ciencias de la Comunicación,Ciencias Sociales y Humanidades,Estudiante
67730428e62dc0dc9760d97e,Certificate,Otros,Otros
67730428e62dc0dc9760d97e,Student,Otros,Estudiante
67730428e62dc0dc9760d97e,Gestión Empresarial,Administración y Negocios,Estudiante
67730428e62dc0dc9760d97e,Certificate,Otros,Otros
67730428e62dc0dc9760d97e,Certificate,Otros,Otros
67730428e62dc0dc9760d97e,Certificate,Otros,Otros
67730428e62dc0dc9760d97e,Certificate,Otros,Otros
67730428e62dc0dc9760d97e,Student,Otros,Estudiante
67982592ec31cdeab30acfc1,Ingeniería Mecatrónica,Ingeniería y Tecnología,Bachiller
6796b037ec31cdeab30acd4c,,,Otros
6796b037ec31cdeab30acd4c,Antropología,Otros,Estudiante
6796b037ec31cdeab30acd4c,,,Maestría
6796b037ec31cdeab30acd4c,,,Otros
6796b037ec31cdeab30acd4c,,,Otros
6796b037ec31cdeab30acd4c,,,Certificado
6796b037ec31cdeab30acd4c,,,Otros
6796b037ec31cdeab30acd4c,,,Certificado
6796b037ec31cdeab30acd4c,,,Otros
6796b037ec31cdeab30acd4c,,,Otros
6796b037ec31cdeab30acd4c,,,Maestría
6796b037ec31cdeab30acd4c,,,Certificado
679c2975840b6332d116503a,Marketing Digital,Administración y Negocios,Certificado
679c2975840b6332d116503a,Bachiller en Agronomía,Otros,Bachiller
679c2975840b6332d116503a,Diplomado en Agroexportaciones,Otros,Diplomado
679d7394840b6332d1165114,Diploma en Seguridad e Higiene Industrial,Ingeniería y Tecnología,Diplomado
679d7394840b6332d1165114,Master en Educación superior y universitaria,Ciencias Sociales y Humanidades,Maestría
679d7394840b6332d1165114,Ingeniería Industrial grado de bachiller,Ingeniería y Tecnología,Bachiller
679d7394840b6332d1165114,Diploma en soporte técnico de computadoras y periféricos,Otros,Diplomado
679d7394840b6332d1165114,Título técnico en Instrumentación Industrial,Ingeniería y Tecnología,Diplomado
679d7394840b6332d1165114,Diploma en Administración de Empresas,Administración y Negocios,Diplomado
679d7394840b6332d1165114,Profesional en Electrónica Industrial,Ingeniería y Tecnología,Diplomado
679e19f8ba3def1cef989d3d,Bachiller en Ingeniería de Sistemas,Ingeniería y Tecnología,Bachiller
679e19f8ba3def1cef989d3d,NTT DATA Europe & Latam,Otros,Certificado
679e19f8ba3def1cef989d3d,IA y LLM,Otros,Certificado
679e39d1ba3def1cef989dbc,Maestría en Inteligencia Artificial,Otros,Maestría
679e39d1ba3def1cef989dbc,Diplomatura Operativa Especializada en Gestion Eficiente de Abastecimiento,Administración y Negocios,Diplomado
679e39d1ba3def1cef989dbc,Economia,Economía y Finanzas,Bachiller
679e39d1ba3def1cef989dbc,PADE Internacional Operaciones y Logistica,Otros,Diplomado
679e39d1ba3def1cef989dbc,Supply Chain Analytics,Otros,Certificado
679e39d1ba3def1cef989dbc,PE PowerBI for Data Analytics,Otros,Certificado
679e39d1ba3def1cef989dbc,Inteligencia Artificial aplicada a Marketing y Negocios,Administración y Negocios,Certificado
679e39d1ba3def1cef989dbc,Especialista en Lean Six Sigma Green Belt,Otros,Certificado
679e39d1ba3def1cef989dbc,PEA Business Intelligence (Fundamentals + Advanced),Otros,Certificado
679e39d1ba3def1cef989dbc,PEA Data Science (Fundamentals + Advanced),Ingeniería y Tecnología,Certificado
679e39d1ba3def1cef989dbc,Curso Especializado SQL Server,Otros,Certificado
679e39d1ba3def1cef989dbc,PE Analitica de Datos aplicado a Logística,Otros,Certificado
67a11f370ad0eb1b9d91c034,Diplomatura en Comunicación Corporativa y DS,Ciencias Sociales y Humanidades,Diplomado
67a11f370ad0eb1b9d91c034,Programa Especializado en Gestión de Sostenibilidad,Administración y Negocios,Certificado
67a11f370ad0eb1b9d91c034,Diplomatura en Marketing,Administración y Negocios,Diplomado
67a11f370ad0eb1b9d91c034,Licenciado en Ciencias de la Comunicación,Ciencias Sociales y Humanidades,Bachiller
67a11f370ad0eb1b9d91c034,Gestión Estratégica de RSE,Administración y Negocios,Otros
67a11f370ad0eb1b9d91c034,Especialización en PR y Comunicación Corporativa,Ciencias Sociales y Humanidades,Otros
67a11f370ad0eb1b9d91c034,Curso de Especialización: Economía Circular,Economía y Finanzas,Otros
67a11f370ad0eb1b9d91c034,Especialización: Gestión de Riesgos y Oportunidades ASG,Administración y Negocios,Otros
67a175980ad0eb1b9d91c0f2,Formación Complementaria,Otros,Otros
67a175980ad0eb1b9d91c0f2,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
67a175980ad0eb1b9d91c0f2,Farmacia y Bioquímica,Salud,Bachiller
67a175980ad0eb1b9d91c0f2,Inglés Básico,Ciencias Sociales y Humanidades,Certificado
67a175980ad0eb1b9d91c0f2,Ms Office Intermedio,Otros,Certificado
67a176480ad0eb1b9d91c137,SSOMA,Otros,Certificado
67a176480ad0eb1b9d91c137,Bach. Ingeniería Ambiental,Ingeniería y Tecnología,Bachiller
67a176480ad0eb1b9d91c137,Prevención De Riesgos Laborales,Otros,Certificado
67a176480ad0eb1b9d91c137,Ofimática Profesional - Avanzado,Otros,Certificado
67a1986f0ad0eb1b9d91c1a6,Programa de Especialización en Gestión y Evaluación de Impacto Ambiental,Ingeniería y Tecnología,Certificado
67a1986f0ad0eb1b9d91c1a6,Ingeniería Ambiental,Ingeniería y Tecnología,Bachiller
67a1986f0ad0eb1b9d91c1a6,"Programa de Especialización en Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA)",Salud,Certificado
67a1986f0ad0eb1b9d91c1a6,Programa de Especialización en Monitoreo y Evaluación de la Calidad Ambiental,Ingeniería y Tecnología,Certificado
67a1986f0ad0eb1b9d91c1a6,Seminario de Seguridad y Salud en el Trabajo,Salud,Certificado
67a1986f0ad0eb1b9d91c1a6,Curso de Supervisor SSOMA,Otros,Certificado
67a1986f0ad0eb1b9d91c1a6,Programa de Especialización en Gestión Integral de Residuos Sólidos y Economía Circular,Administración y Negocios,Certificado
67a2b3a00ad0eb1b9d91c357,Idioma Inglés,Ciencias Sociales y Humanidades,Certificado
67a2b3a00ad0eb1b9d91c357,Bachiller en Ciencias de la Comunicación,Ciencias Sociales y Humanidades,Bachiller
67a2bd9d0ad0eb1b9d91c3f5,Estudiante de Psicología,Ciencias Sociales y Humanidades,Estudiante
67a2bd9d0ad0eb1b9d91c3f5,Certificación como Cajero Financiero y Comercial,Administración y Negocios,Certificado
67a3f6f80ad0eb1b9d91c4b3,Maestrando en Derecho Constitucional,Ciencias Sociales y Humanidades,Maestría
67a3f6f80ad0eb1b9d91c4b3,Abogado,Otros,Bachiller
67a3f6e10ad0eb1b9d91c4ad,Ingeniería biomédica,Ingeniería y Tecnología,Estudiante
67a4068a0ad0eb1b9d91c5c8,Curso: Management of Fashion and Luxury Companies,Administración y Negocios,Certificado
67a4068a0ad0eb1b9d91c5c8,Curso: Marketing Verde,Administración y Negocios,Certificado
67a4068a0ad0eb1b9d91c5c8,Curso: Diseño y Creación de un Emprendimiento Social,Arquitectura y Diseño,Certificado
67a4068a0ad0eb1b9d91c5c8,Nivel Intermedio,Otros,Certificado
67a4068a0ad0eb1b9d91c5c8,Estudiante de octavo ciclo,Otros,Bachiller
67a40e000ad0eb1b9d91c68d,Bachillerato,Otros,Bachiller
67a40dda0ad0eb1b9d91c688,Ing. Informatica,Ingeniería y Tecnología,Estudiante
67a40dda0ad0eb1b9d91c688,Blockchain,Otros,Estudiante
67a40d190ad0eb1b9d91c673,Trabajo Social,Otros,Bachiller
67a54b6b0ad0eb1b9d91c997,Programas Informáticos / Herramientas Tecnológicas,Otros,Certificado
67a54b6b0ad0eb1b9d91c997,Habilidades Blandas,Otros,Certificado
67a54b6b0ad0eb1b9d91c997,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
67a54b6b0ad0eb1b9d91c997,Acreditación para escuelas de pregrado,Otros,Certificado
67a54b6b0ad0eb1b9d91c997,IA aplicada al Marketing,Administración y Negocios,Certificado
67a54b6b0ad0eb1b9d91c997,Inglés,Ciencias Sociales y Humanidades,Certificado
67a54b8b0ad0eb1b9d91c9a4,Especialización en SCRUM,Otros,Certificado
67a54b8b0ad0eb1b9d91c9a4,Colaboradora de Marketing y comunicaciones en I Congreso de estudiantes y profesionales de Ciencias Económicas,Administración y Negocios,Certificado
67a54b8b0ad0eb1b9d91c9a4,Administración de Empresas,Administración y Negocios,Bachiller
67a54b8b0ad0eb1b9d91c9a4,Inglés,Ciencias Sociales y Humanidades,Certificado
67a54b810ad0eb1b9d91c99d,Ingeniería Mecánica,Ingeniería y Tecnología,Estudiante
67a54c620ad0eb1b9d91ca80,DIPLOMADO,Otros,Diplomado
67a54c620ad0eb1b9d91ca80,CURSO DE ESPECIALIZACIÓN,Otros,Certificado
67a54c620ad0eb1b9d91ca80,CURSO DE ESPECIALIZACIÓN,Otros,Certificado
67a54c620ad0eb1b9d91ca80,CURSO DE CAPACITACIÓN,Otros,Certificado
67a54c620ad0eb1b9d91ca80,INGENIERÍA AMBIENTAL,Ingeniería y Tecnología,Bachiller
67a54c620ad0eb1b9d91ca80,CURSO DE ESPECIALIZACIÓN,Otros,Certificado
67a55413ccd2082fe4747ddf,Ingeniería de Industrias Alimentarias,Ingeniería y Tecnología,Bachiller
67a55418ccd2082fe4747de5,Quinto Superior de la Escuela Profesional de Administración,Administración y Negocios,Bachiller
67a55418ccd2082fe4747de5,Intercambio Estudiantil por Excelencia,Otros,Estudiante
67a553edccd2082fe4747dca,MIEMBRO DE LA COORDINACIÓN PMO,Otros,Otros
67a553edccd2082fe4747dca,ESTUDIANTE DE INGENIERÍA INDUSTRIAL,Ingeniería y Tecnología,Estudiante
67a553edccd2082fe4747dca,SQL BÁSICO- INTERMEDIO,Otros,Certificado
67a553edccd2082fe4747dca,ESTUDIANTE DE INGENIERÍA INDUSTRIAL,Ingeniería y Tecnología,Estudiante
67a5544accd2082fe4747e1c,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
67a5544accd2082fe4747e1c,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
67a5549dccd2082fe4747f41,EDUCACIÓN UNIVERSITARIA CURSANDO,Ciencias Sociales y Humanidades,Estudiante
67a5549dccd2082fe4747f41,Cicec-2024,Otros,Certificado
67a5549dccd2082fe4747f41,Cicec-2022,Otros,Certificado
67a5545accd2082fe4747e5a,Bachiller en Ingeniería Agronómica,Ingeniería y Tecnología,Bachiller
67a553f9ccd2082fe4747dd2,Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
67a55469ccd2082fe4747e60,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
67a561a4ccd2082fe4748330,Egresada de Trabajo Social,Otros,Bachiller
67a5628fccd2082fe474838e,Curso de Tablas dinámicas en Excel,Otros,Certificado
67a5628fccd2082fe474838e,Bachiller de Administración y Gerencia,Administración y Negocios,Bachiller
67a5628fccd2082fe474838e,Curso de Power Bi Basico,Otros,Certificado
67a5628fccd2082fe474838e,Curso de Gestión por procesos,Administración y Negocios,Certificado
67a5628fccd2082fe474838e,Curso de Excel Intermedio,Otros,Certificado
67a5628fccd2082fe474838e,Charla de Principios de Seguridad y Salud en el trabajo,Salud,Certificado
67a5628fccd2082fe474838e,Curso de Análisis de datos con Excel,Otros,Certificado
67a5628fccd2082fe474838e,Especialización en Auditoría Interna,Otros,Otros
67a562c6ccd2082fe47483ae,Distinción en competencias matemáticas,Ciencias,Otros
67a562c6ccd2082fe47483ae,Ingeniería de Sistemas,Ingeniería y Tecnología,Estudiante
67a5540fccd2082fe4747dd9,Ingeniería Agroindustrial,Ingeniería y Tecnología,
67a54f6a0ad0eb1b9d91cae7,Python for Data Science,Ingeniería y Tecnología,Certificado
67a54f6a0ad0eb1b9d91cae7,Economía,Economía y Finanzas,Estudiante
67a562a6ccd2082fe474839b,Administración,Administración y Negocios,Estudiante
67a56669ccd2082fe4748560,Ingeniería Informática,Ingeniería y Tecnología,Estudiante
67a56669ccd2082fe4748560,Inglés Intermedio,Ciencias Sociales y Humanidades,Certificado
67a57687ccd2082fe47486d3,Inglés,Ciencias Sociales y Humanidades,Certificado
67a57687ccd2082fe47486d3,Asesor Educativo,Otros,Otros
67a57687ccd2082fe47486d3,Asistente Administrativo,Otros,Otros
67a57687ccd2082fe47486d3,Estudiante de Administración,Administración y Negocios,Bachiller
67a57687ccd2082fe47486d3,Miembro de Marketing,Administración y Negocios,Estudiante
67a61a85ccd2082fe4748790,Certificación culminación nivel avanzado,Otros,Certificado
67a61a85ccd2082fe4748790,Bachiller académico,Otros,Estudiante
67a61a85ccd2082fe4748790,Administrador de empresas,Otros,Bachiller
67a61a85ccd2082fe4748790,Docente de planta,Otros,Otros
67a61a85ccd2082fe4748790,Especialista en gerencia de proyectos,Otros,Maestría
67a6643080922a3d7cf0fcd6,Ingeniero Químico,Otros,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Químico,Otros,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Químico,Otros,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Civil,Ingeniería y Tecnología,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Civil,Ingeniería y Tecnología,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Químico,Otros,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Civil,Ingeniería y Tecnología,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Civil,Ingeniería y Tecnología,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Civil,Ingeniería y Tecnología,Diplomado
67a6643080922a3d7cf0fcd6,Ingeniero Químico,Otros,Diplomado
67a6641180922a3d7cf0fcd0,Inglés Avanzado,Ciencias Sociales y Humanidades,Certificado
67a6641180922a3d7cf0fcd0,Ingeniería Ambiental,Ingeniería y Tecnología,Estudiante
67a6641180922a3d7cf0fcd0,Inglés Avanzado,Ciencias Sociales y Humanidades,Certificado
67a7738880922a3d7cf0fe12,Ingenería Industrial,Ingeniería y Tecnología,Estudiante
67a7738880922a3d7cf0fe12,Jóvenes por la ESI,Otros,Certificado
67a7738880922a3d7cf0fe12,Divulgación científica,Otros,Certificado
67a7738880922a3d7cf0fe12,Herramientas informáticas,Ingeniería y Tecnología,Certificado
67a7738880922a3d7cf0fe12,Psicología Clínica,Ciencias Sociales y Humanidades,Bachiller
67a7738880922a3d7cf0fe12,Acompañamiento en clases de refuerzo,Otros,Otros
67a7738880922a3d7cf0fe12,Laboratorio Social de Salud,Salud,Certificado
67a7738880922a3d7cf0fe12,Psicología clínica e investigación,Ciencias Sociales y Humanidades,Otros
67a7738880922a3d7cf0fe12,Universidades sin Violencia,Otros,Certificado
67a7738880922a3d7cf0fe12,Liderazgo y emprendimiento,Otros,Certificado
67a7738880922a3d7cf0fe12,Educación Sexual Integral,Ciencias Sociales y Humanidades,Certificado
67a91c2380922a3d7cf0fefe,Ingeniería Ambiental,Ingeniería y Tecnología,Estudiante
67a54e150ad0eb1b9d91cadd,Diseño e implementación de iniciativas sociales,Arquitectura y Diseño,Certificado
67a54e150ad0eb1b9d91cadd,Arc Gis Básico,Otros,Certificado
67a54e150ad0eb1b9d91cadd,Inglés Intermedio,Ciencias Sociales y Humanidades,Certificado
67a54e150ad0eb1b9d91cadd,"Ofimática profesional (Excel, Word y PowerPoint)",Otros,Certificado
67a54e150ad0eb1b9d91cadd,Monitoreo de la calidad del agua,Otros,Certificado
67a54e150ad0eb1b9d91cadd,Egresado Ingeniería Ambiental,Ingeniería y Tecnología,Certificado
67a54e150ad0eb1b9d91cadd,Elaboración del instrumento de gestión ambiental IGAPRO en los proyectos QSI & QSC,Ingeniería y Tecnología,Certificado
67a54e150ad0eb1b9d91cadd,Gestión integral de residuos sólidos,Administración y Negocios,Certificado
67abf41080922a3d7cf101c8,Ingeniería de Sistemas,Ingeniería y Tecnología,Estudiante
67abf63980922a3d7cf10400,Administración y marketing,Administración y Negocios,Estudiante
67abf7e180922a3d7cf104ff,Superior técnico,Otros,Certificado
67abf7e180922a3d7cf104ff,Carrera técnica,Otros,Diplomado
67abf7e180922a3d7cf104ff,Educación Secundaria,Ciencias Sociales y Humanidades,Estudiante
67a55480ccd2082fe4747e85,Administración,Administración y Negocios,Estudiante
67a40f340ad0eb1b9d91c6f7,Bachiller de Trabajo Social,Otros,Bachiller
67a40f340ad0eb1b9d91c6f7,Certificate,Otros,Certificado
679046b1a10f7ee26bf91b3c,Administración,Administración y Negocios,Estudiante
679046b1a10f7ee26bf91b3c,Inglés - Básico 1,Ciencias Sociales y Humanidades,Estudiante
66b975bfbf7e18bdfd26381e,BACHILLER EN INGENIERÍA DE SISTEMAS E INFORMÁTICA,Ingeniería y Tecnología,Bachiller
67ae5bded9f18a99484d9a77,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
67ae5bded9f18a99484d9a77,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
67ae5bded9f18a99484d9a77,Inglés Intermedio,Ciencias Sociales y Humanidades,Estudiante
67ae5bded9f18a99484d9a77,Programa de entrenamiento en herramientas de liderazgo,Otros,Certificado
67ae5bded9f18a99484d9a77,Programa de Oratoria,Otros,Certificado
67ae82ffd9f18a99484d9c20,Ingeniero industrial,Ingeniería y Tecnología,Bachiller
67ae82ffd9f18a99484d9c20,Diploma en especialista en aplicaciones informáticas,Ingeniería y Tecnología,Diplomado
67ae82ffd9f18a99484d9c20,Certificación: Asistente de producción,Otros,Certificado
67ae82ffd9f18a99484d9c20,Profesional técnico en arquitectura de plataformas y servicios de TI,Arquitectura y Diseño,Diplomado
67ae82ffd9f18a99484d9c20,Certificación: Producción,Otros,Certificado
67ae82ffd9f18a99484d9c20,Maestría en ingeniería industrial,Ingeniería y Tecnología,Maestría
67ae8640d9f18a99484d9c79,Ingeniería Ambiental,Ingeniería y Tecnología,Bachiller
66b975bfbf7e18bdfd26381e,Tecnicatura Universitaria en programación,Otros,Otros
66b975bfbf7e18bdfd26381e,Semco Style Fundamentals,Otros,Certificado
66b975bfbf7e18bdfd26381e,Certified Scrum Master,Otros,Certificado
67af74d537180fd4b8e51b76,Bachiller en Ciencia de la Computación,Ingeniería y Tecnología,Bachiller
67abf5c680922a3d7cf10378,Arquitectura y Urbanismo,Arquitectura y Diseño,Bachiller
67abf5c680922a3d7cf10378,Diseño de Meubles para niños,Arquitectura y Diseño,Certificado
67abf5c680922a3d7cf10378,Transformaciones Arquitectonicas y el Espacio Público en Contextos Patrimoniales,Otros,Certificado
67b08c2c37180fd4b8e51d33,Contabilidad y Finanzas,Economía y Finanzas,Estudiante
67b0f7be37180fd4b8e51e9d,Computación,Ingeniería y Tecnología,Otros
67b0f7be37180fd4b8e51e9d,Ingeniería de Computación y Sistemas,Ingeniería y Tecnología,Bachiller
67b0c19b37180fd4b8e51e1a,Ingeniería Agroindustrial,Ingeniería y Tecnología,Estudiante
67b0c19b37180fd4b8e51e1a,Educación Secundaria,Ciencias Sociales y Humanidades,Estudiante
67b29d0b37180fd4b8e521eb,Gestión De Procesos Pedagógicos Y Su Aplicación,Administración y Negocios,Certificado
67b29d0b37180fd4b8e521eb,Auxiliar De Educación,Ciencias Sociales y Humanidades,Certificado
67b29d0b37180fd4b8e521eb,Inglés nivel intermedio,Ciencias Sociales y Humanidades,Certificado
67b29d0b37180fd4b8e521eb,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
67b29d0b37180fd4b8e521eb,Carrera Profesional en Biología Pesquera,Ciencias,Bachiller
67b2bd8437180fd4b8e522a9,Estrategias Digitales para Vender Más,Otros,Certificado
67b2bd8437180fd4b8e522a9,Marketing e Inteligencia Artificial,Administración y Negocios,Otros
67b2bd8437180fd4b8e522a9,II SUMMIT TIC NORTE 2024: TRANSFORMACIÓN EMPRESARIAL E INNOVACIÓN,Otros,Certificado
67b2bd8437180fd4b8e522a9,Administración y Marketing,Administración y Negocios,Estudiante
67b2d0e837180fd4b8e523a5,Ingeniería de Computación y Sistemas,Ingeniería y Tecnología,Bachiller
67b2d0e837180fd4b8e523a5,Educación Secundaria,Ciencias Sociales y Humanidades,Estudiante
67b31dd837180fd4b8e524c4,Ciencia de Datos para Principiantes,Ingeniería y Tecnología,Certificado
67b31dd837180fd4b8e524c4,Gestión de Proyectos con Metodologías Ágiles,Administración y Negocios,Certificado
